1,0
2,1.33333
3,0.333333
4,1.66667
5,0
6,1.66667
7,1.33333
8,0.333333
9,0
10,1.33333
11,0.666667
12,0.333333
13,0.666667
14,0.333333
15,11
16,1
17,0.333333
18,0.333333
19,0.666667
20,0.666667
21,1
22,0.666667
23,0.666667
24,1
25,17
26,1
27,1
28,1
29,1
30,1
31,1
32,2.33333
33,3.66667
34,4
35,2.33333
36,1
37,0.333333
38,0
39,0.333333
40,0.666667
41,5.66667
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1.33333
54,1
55,18
56,1
57,1
58,1
59,1
60,1
61,2
62,1.33333
63,1
64,1.66667
65,1
66,0.666667
67,1
68,1
69,1
70,1
71,1
72,3.33333
73,1.66667
74,1
75,1
76,1
77,1
78,17.3333
79,1.33333
80,1
81,1
82,1
83,14
84,0.666667
85,2
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,2.33333
95,1
96,1
97,0.333333
98,1.66667
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,17.3333
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,18
116,1
117,1
118,1
119,0.666667
120,1
121,1
122,1
123,4.66667
124,1
125,1
126,1
127,2
128,3.33333
129,2.33333
130,1
131,2.66667
132,1
133,1
134,6.33333
135,1
136,6.66667
137,1
138,1.33333
139,1
140,1
141,4.66667
142,6.33333
143,0.666667
144,1
145,1
146,1
147,0.333333
148,1
149,1.66667
150,0.666667
151,1
152,0.666667
153,1
154,1
155,17
156,5
157,1
158,1.66667
159,1
160,1
161,0.333333
162,0.666667
163,1
164,1
165,0.666667
166,1
167,1
168,1
169,0.666667
170,1
171,1
172,17
173,0.333333
174,0.666667
175,0.333333
176,18.3333
177,2.33333
178,1
179,0.333333
180,0.666667
181,0.666667
182,1
183,1
184,1
185,0
186,0.666667
187,0.333333
188,0.333333
189,0.666667
190,1
191,1
192,1
193,0.666667
194,0
195,0.666667
196,0.333333
197,0.666667
198,0.333333
199,1
200,0.666667
201,0.666667
202,0.333333
203,2
204,1
205,1
206,0.666667
207,1
208,1
209,0.333333
210,0.333333
211,0
212,0.666667
213,1
214,0.666667
215,1
216,1
217,1
218,0.666667
219,0.666667
220,1.33333
221,0.333333
222,0.333333
223,1
224,1
225,0.333333
226,1
227,0.666667
228,1
229,17
230,0
231,0.666667
232,16.6667
233,0.666667
234,0.666667
235,0.666667
236,0.666667
237,1
238,1
239,1
240,14.3333
241,1
242,17
243,2.33333
244,1.33333
245,0.666667
246,1
247,1
248,0.666667
249,1.33333
250,1
251,0.666667
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1.33333
260,0.666667
261,0.333333
262,1
263,0.333333
264,0.666667
265,1
266,1
267,1
268,0.666667
269,0.666667
270,1
271,0.666667
272,0.666667
273,1
274,0.666667
275,1
276,0
277,0.666667
278,0.666667
279,0.666667
280,0.666667
281,0.666667
282,1
283,0.666667
284,18
285,0.666667
286,0.666667
287,1
288,0.666667
289,0.666667
290,0
291,1
292,0.666667
293,0.333333
294,16.6667
295,0.666667
296,1
297,0.666667
298,0
299,0
300,0.666667
301,0.333333
302,1
303,0.666667
304,1
305,1
306,3.33333
307,7.66667
308,2
309,1
310,1
311,1
312,2.33333
313,3.66667
314,1
315,1
316,1
317,1
318,2.33333
319,0.666667
320,1
321,2
322,4.33333
323,1
324,1.33333
325,2.66667
326,14.6667
327,1
328,0.666667
329,1
330,16.6667
331,1
332,0.666667
333,0.333333
334,0.666667
335,0
336,0
337,1
338,0.333333
339,0.666667
340,1
341,0.333333
342,0.666667
343,0.666667
344,0.333333
345,0.666667
346,0.666667
347,0.666667
348,0.666667
349,0.666667
350,1
351,0.333333
352,0.666667
353,1
354,1
355,0.666667
356,0.333333
357,1
358,0.666667
359,1
360,0.666667
361,0.666667
362,1
363,0.666667
364,1
365,0.666667
366,0.666667
367,0.666667
368,1
369,1
370,1
371,0
372,1
373,0.666667
374,0.666667
375,0.666667
376,1
377,1
378,1
379,0.666667
380,15.3333
381,0.666667
382,2.33333
383,0.666667
384,0.666667
385,0.666667
386,1
387,16.6667
388,0.666667
389,1
390,1
391,0.333333
392,17
393,1
394,0.666667
395,3
396,2.33333
397,1
398,1
399,0.333333
400,0.666667
401,1
402,12.3333
403,1
404,1
405,1
406,0.666667
407,1
408,1
409,1
410,0.666667
411,1
412,0.666667
413,0.666667
414,1
415,1
416,0.666667
417,1
418,1.33333
419,1
420,1
421,0.666667
422,0.666667
423,18
424,0.666667
425,1
426,0.666667
427,0.666667
428,1
429,0.333333
430,0.333333
431,0.666667
432,1
433,1
434,0.666667
435,0.333333
436,1
437,2
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1.33333
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1.33333
458,1
459,1
460,1
461,0.333333
462,0.666667
463,1
464,1
465,1
466,0.333333
467,0.666667
468,1
469,0.666667
470,0.666667
471,0.666667
472,1
473,0
474,0.666667
475,1
476,0.666667
477,0.666667
478,1
479,1
480,1
481,0.333333
482,1
483,0.666667
484,0
485,0.333333
486,0.666667
487,1
488,1
489,1
490,1
491,1
492,1
493,3
494,1
495,2.33333
496,3.66667
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,2.33333
506,1.33333
507,1.66667
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,0.666667
517,16.3333
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,17
531,0.666667
532,1
533,0.666667
534,1
535,1
536,1
537,0.666667
538,1
539,0.666667
540,1
541,1
542,0.666667
543,0.666667
544,1
545,0.666667
546,17
547,1
548,1
549,0.666667
550,0.333333
551,0.666667
552,1
553,0.666667
554,1
555,0.666667
556,1
557,1
558,1
559,1
560,18
561,1
562,1
563,1
564,15.6667
565,1.33333
566,13
567,10.3333
568,1
569,1
570,0.666667
571,1
572,1
573,1
574,1
575,17
576,1
577,1
578,1
579,1
580,1.33333
581,1
582,1
583,1
584,1
585,0.666667
586,0.333333
587,1
588,0.666667
589,1
590,0.666667
591,0.333333
592,0.666667
593,0.666667
594,16.6667
595,0.666667
596,1
597,0.666667
598,1
599,0
600,0.666667
601,0.666667
602,1
603,1
604,0.666667
605,0.666667
606,1
607,2
608,1
609,1
610,1
611,1
612,17
613,1
614,1
615,1
616,1
617,1
618,1
619,0.333333
620,1
621,1
622,0.666667
623,15.6667
624,1
625,1
626,1
627,2.66667
628,1
629,1.33333
630,0.666667
631,0.666667
632,1
633,1
634,1
635,0.666667
636,0.666667
637,1
638,2
639,3.33333
640,2
641,2.33333
642,1
643,1
644,1
645,0.666667
646,1
647,0.666667
648,0.666667
649,0.666667
650,0.666667
651,1
652,0.666667
653,18.3333
654,0.333333
655,1
656,0.666667
657,1
658,1
659,1
660,1
661,0.666667
662,1.66667
663,0.333333
664,1
665,1
666,0.333333
667,1
668,2.33333
669,0.666667
670,1
671,0.666667
672,0.666667
673,1
674,1
675,19.3333
676,13.6667
677,1.33333
678,17
679,1
680,1.33333
681,1
682,1.33333
683,1
684,0.666667
685,1
686,0.666667
687,0.666667
688,17
689,1
690,1
691,1
692,1
693,1
694,2.33333
695,17
696,0.666667
697,0.333333
698,17
699,17
700,16.6667
701,1
702,1.33333
703,1
704,1
705,17
706,1
707,1
708,1
709,1
710,1
711,17
712,0.666667
713,2.33333
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,0.666667
722,1
723,3
724,1
725,1
726,1
727,2.33333
728,35.3333
729,3
730,0.666667
731,1
732,0.666667
733,1
734,2.33333
735,0.666667
736,1.33333
737,2.33333
738,3.66667
739,1.33333
740,1
741,1
742,1
743,2.33333
744,3.33333
745,0.666667
746,0.666667
747,1
748,1
749,0.333333
750,1
751,1
752,0.666667
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,16
770,1
771,1
772,1
773,0.666667
774,1
775,1
776,0.666667
777,0.666667
778,1
779,0.666667
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,0.666667
791,1
792,1
793,1
794,0.666667
795,0.666667
796,0.666667
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,0.666667
805,0.666667
806,1
807,0.666667
808,0.666667
809,0.666667
810,1
811,1
812,0.666667
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,0.333333
822,1
823,2.66667
824,1
825,3.66667
826,5.33333
827,2.33333
828,8
829,1
830,9
831,0.333333
832,0.666667
833,1
834,2.33333
835,14
836,0.666667
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1.33333
850,17
851,0.666667
852,1
853,1
854,1
855,0.666667
856,0.666667
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,0.333333
871,1
872,1
873,0.666667
874,0.666667
875,1
876,0.333333
877,1
878,1
879,1
880,0.666667
881,0.666667
882,0.666667
883,17
884,0.666667
885,1
886,1
887,1
888,1
889,1
890,1
891,0.333333
892,1
893,1
894,0.666667
895,18.3333
896,0.666667
897,1
898,0.666667
899,1
900,0.333333
901,0.666667
902,1
903,0.333333
904,1
905,0.666667
906,0.666667
907,1
908,0.666667
909,1
910,0.666667
911,0.666667
912,1
913,1
914,0.666667
915,1
916,0.666667
917,1
918,0.666667
919,1
920,1
921,0.666667
922,1
923,0.333333
924,0.666667
925,1
926,1
927,0.666667
928,17
929,1
930,0.666667
931,0.666667
932,0.333333
933,1
934,1
935,0.666667
936,1
937,0.666667
938,0.666667
939,0.333333
940,1
941,0.333333
942,0.666667
943,0.666667
944,1
945,0.666667
946,0.666667
947,1
948,1
949,0.666667
950,0.666667
951,1
952,1
953,0.666667
954,18.3333
955,1
956,1
957,1
958,0.333333
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,0.666667
968,1
969,1
970,0.666667
971,1
972,1
973,1
974,1
975,18.3333
976,3
977,1
978,1
979,3
980,1
981,1
982,1
983,1
984,1
985,1
986,0.666667
987,1
988,1
989,1
990,1
991,0.666667
992,1
993,1.33333
994,1
995,1
996,1
997,1
998,3
999,1
1000,1
